Date,SP.rk
20040518,4.22E-05
20040519,9.23E-05
20040520,3.83E-05
20040521,5.49E-05
20040524,5.38E-05
20040525,5.40E-05
20040526,3.17E-05
20040527,4.92E-05
20040528,1.80E-05
20040531,
20040601,3.47E-05
20040602,3.06E-05
20040603,3.39E-05
20040604,6.46E-05
20040607,3.48E-05
20040608,2.61E-05
20040609,2.35E-05
20040610,1.49E-05
20040611,
20040614,3.43E-05
20040615,5.81E-05
20040616,1.41E-05
20040617,1.90E-05
20040618,2.88E-05
20040621,1.91E-05
20040622,3.22E-05
20040623,2.20E-05
20040624,1.96E-05
20040625,1.98E-05
20040628,5.40E-05
20040629,1.76E-05
20040630,3.17E-05
20040701,5.35E-05
20040702,3.14E-05
20040705,
20040706,3.22E-05
20040707,2.11E-05
20040708,4.70E-05
20040709,3.99E-05
20040712,3.51E-05
20040713,1.03E-05
20040714,6.25E-05
20040715,2.99E-05
20040716,4.53E-05
20040719,4.24E-05
20040720,3.45E-05
20040721,5.64E-05
20040722,8.34E-05
20040723,5.68E-05
20040726,7.92E-05
20040727,4.76E-05
20040728,7.69E-05
20040729,5.57E-05
20040730,3.45E-05
20040802,3.82E-05
20040803,2.73E-05
20040804,4.81E-05
20040805,5.02E-05
20040806,0.000109492
20040809,2.85E-05
20040810,4.86E-05
20040811,0.00010951
20040812,5.14E-05
20040813,4.65E-05
20040816,4.43E-05
20040817,3.11E-05
20040818,4.49E-05
20040819,3.45E-05
20040820,2.53E-05
20040823,2.08E-05
20040824,3.36E-05
20040825,2.35E-05
20040826,1.49E-05
20040827,1.03E-05
20040830,1.73E-05
20040831,2.81E-05
20040901,5.29E-05
20040902,2.18E-05
20040903,2.69E-05
20040906,
20040907,5.18E-05
20040908,2.15E-05
20040909,2.99E-05
20040910,2.67E-05
20040913,1.37E-05
20040914,1.59E-05
20040915,2.12E-05
20040916,1.23E-05
20040917,2.46E-05
20040920,3.72E-05
20040921,1.79E-05
20040922,5.59E-05
20040923,2.74E-05
20040924,1.95E-05
20040927,2.41E-05
20040928,2.85E-05
20040929,1.94E-05
20040930,2.66E-05
20041001,3.86E-05
20041004,3.65E-05
20041005,1.58E-05
20041006,1.68E-05
20041007,1.76E-05
20041008,2.68E-05
20041009,
20041011,1.36E-05
20041013,5.50E-05
20041014,2.90E-05
20041015,5.61E-05
20041018,3.90E-05
20041019,3.59E-05
20041020,5.60E-05
20041021,5.43E-05
20041022,3.71E-05
20041025,5.08E-05
20041026,3.69E-05
20041027,4.82E-05
20041028,3.72E-05
20041029,2.56E-05
20041101,2.00E-05
20041102,4.72E-05
20041103,0.00018127
20041104,3.77E-05
20041105,4.16E-05
20041108,1.92E-05
20041109,2.09E-05
20041110,2.54E-05
20041111,2.27E-05
20041112,1.80E-05
20041115,2.58E-05
20041116,2.51E-05
20041117,4.60E-05
20041118,1.72E-05
20041119,3.61E-05
20041122,2.26E-05
20041123,3.06E-05
20041124,2.24E-05
20041125,
20041126,7.70E-06
20041129,5.51E-05
20041130,3.62E-05
20041201,3.09E-05
20041202,3.22E-05
20041203,4.72E-05
20041206,2.24E-05
20041207,3.66E-05
20041208,2.71E-05
20041209,4.74E-05
20041210,3.19E-05
20041213,4.16E-05
20041214,1.83E-05
20041215,2.53E-05
20041216,2.99E-05
20041217,4.54E-05
20041220,4.42E-05
20041221,2.47E-05
20041222,1.92E-05
20041223,1.06E-05
20041224,
20041227,2.76E-05
20041228,1.85E-05
20041229,8.62E-06
20041230,5.55E-06
20041231,9.33E-06
20050103,5.15E-05
20050104,5.14E-05
20050105,4.54E-05
20050106,3.77E-05
20050107,4.32E-05
20050110,3.26E-05
20050111,4.06E-05
20050112,5.35E-05
20050113,3.36E-05
20050114,2.77E-05
20050117,
20050118,3.23E-05
20050119,2.24E-05
20050120,5.37E-05
20050121,3.73E-05
20050124,4.62E-05
20050125,3.94E-05
20050126,3.53E-05
20050127,2.86E-05
20050128,3.12E-05
20050131,5.99E-05
20050201,1.38E-05
20050202,2.11E-05
20050203,2.56E-05
20050204,1.77E-05
20050207,1.22E-05
20050208,1.41E-05
20050209,2.73E-05
20050210,2.50E-05
20050211,3.80E-05
20050214,7.70E-06
20050215,1.58E-05
20050216,2.16E-05
20050217,2.59E-05
20050218,1.78E-05
20050221,
20050222,4.79E-05
20050223,3.57E-05
20050224,3.56E-05
20050225,2.55E-05
20050228,3.19E-05
20050301,3.11E-05
20050302,5.12E-05
20050303,3.63E-05
20050304,4.64E-05
20050307,2.07E-05
20050308,2.26E-05
20050309,3.72E-05
20050310,3.43E-05
20050311,3.75E-05
20050314,2.49E-05
20050315,3.02E-05
20050316,3.33E-05
20050317,2.39E-05
20050318,3.51E-05
20050321,3.56E-05
20050322,5.27E-05
20050323,3.84E-05
20050324,2.78E-05
20050325,
20050328,2.74E-05
20050329,4.18E-05
20050330,3.97E-05
20050331,2.70E-05
20050401,8.25E-05
20050404,3.52E-05
20050405,2.96E-05
20050406,2.95E-05
20050407,2.15E-05
20050408,2.03E-05
20050411,2.21E-05
20050412,5.76E-05
20050413,3.46E-05
20050414,5.04E-05
20050415,9.42E-05
20050418,6.81E-05
20050419,4.27E-05
20050420,6.97E-05
20050421,9.97E-05
20050422,7.96E-05
20050425,5.68E-05
20050426,4.48E-05
20050427,6.44E-05
20050428,6.40E-05
20050429,9.15E-05
20050502,2.87E-05
20050503,8.47E-05
20050504,3.74E-05
20050505,5.95E-05
20050506,4.67E-05
20050509,2.22E-05
20050510,6.36E-05
20050511,5.11E-05
20050512,5.63E-05
20050513,8.64E-05
20050516,3.15E-05
20050517,3.92E-05
20050518,4.31E-05
20050519,2.92E-05
20050520,2.17E-05
20050523,2.33E-05
20050524,2.47E-05
20050525,2.28E-05
20050526,2.10E-05
20050527,6.92E-06
20050530,
20050531,2.19E-05
20050601,4.95E-05
20050602,2.03E-05
20050603,2.56E-05
20050604,
20050606,1.18E-05
20050607,4.08E-05
20050608,2.48E-05
20050609,3.82E-05
20050610,2.24E-05
20050613,3.33E-05
20050614,2.19E-05
20050615,3.04E-05
20050616,1.70E-05
20050617,4.40E-05
20050620,2.23E-05
20050621,2.15E-05
20050622,3.32E-05
20050623,3.72E-05
20050624,2.64E-05
20050627,1.95E-05
20050628,1.88E-05
20050629,1.74E-05
20050630,3.05E-05
20050701,3.26E-05
20050704,
20050705,2.81E-05
20050706,2.47E-05
20050707,9.48E-05
20050708,2.50E-05
20050711,2.12E-05
20050712,2.33E-05
20050713,1.62E-05
20050714,4.90E-05
20050715,1.10E-05
20050718,1.82E-05
20050719,3.95E-05
20050720,4.10E-05
20050721,5.49E-05
20050722,2.36E-05
20050725,2.12E-05
20050726,2.17E-05
20050727,1.64E-05
20050728,1.97E-05
20050729,1.92E-05
20050801,2.05E-05
20050802,1.66E-05
20050803,1.47E-05
20050804,2.23E-05
20050805,2.02E-05
20050808,2.69E-05
20050809,2.90E-05
20050810,4.61E-05
20050811,3.39E-05
20050812,2.99E-05
20050815,2.17E-05
20050816,2.79E-05
20050817,3.15E-05
20050818,2.97E-05
20050819,1.99E-05
20050822,3.48E-05
20050823,2.20E-05
20050824,3.84E-05
20050825,1.52E-05
20050826,2.46E-05
20050829,3.05E-05
20050830,4.93E-05
20050831,5.57E-05
20050901,5.26E-05
20050902,2.35E-05
20050905,
20050906,4.00E-05
20050907,1.43E-05
20050908,2.07E-05
20050909,1.74E-05
20050912,1.06E-05
20050913,2.57E-05
20050914,2.23E-05
20050915,3.28E-05
20050916,2.94E-05
20050919,1.80E-05
20050920,3.76E-05
20050921,3.47E-05
20050922,5.48E-05
20050923,2.72E-05
20050926,4.73E-05
20050927,2.98E-05
20050928,3.32E-05
20050929,4.85E-05
20050930,1.72E-05
20051003,2.35E-05
20051004,3.57E-05
20051005,5.82E-05
20051006,0.000105138
20051007,5.18E-05
20051010,4.36E-05
20051011,6.70E-05
20051012,8.39E-05
20051013,7.66E-05
20051014,5.49E-05
20051017,2.69E-05
20051018,3.28E-05
20051019,7.74E-05
20051020,8.55E-05
20051021,7.95E-05
20051024,6.36E-05
20051025,4.92E-05
20051026,6.13E-05
20051027,3.94E-05
20051028,7.39E-05
20051031,4.42E-05
20051101,2.30E-05
20051102,2.72E-05
20051103,4.31E-05
20051104,2.93E-05
20051107,2.53E-05
20051108,2.63E-05
20051109,3.42E-05
20051110,4.48E-05
20051111,5.96E-06
20051114,1.50E-05
20051115,2.50E-05
20051116,2.37E-05
20051117,2.07E-05
20051118,3.62E-05
20051121,1.59E-05
20051122,2.26E-05
20051123,1.39E-05
20051124,
20051125,7.46E-06
20051126,
20051128,1.85E-05
20051129,3.28E-05
20051130,3.02E-05
20051201,4.61E-05
20051202,1.50E-05
20051205,1.80E-05
20051206,3.84E-05
20051207,2.90E-05
20051208,3.75E-05
20051209,2.29E-05
20051212,2.37E-05
20051213,3.91E-05
20051214,2.01E-05
20051215,2.36E-05
20051216,2.18E-05
20051219,2.02E-05
20051220,1.66E-05
20051221,2.81E-05
20051222,1.40E-05
20051223,6.09E-06
20051226,
20051227,2.73E-05
20051228,1.60E-05
20051229,1.47E-05
20051230,2.83E-05
20060102,
20060103,6.86E-05
20060104,2.67E-05
20060105,2.29E-05
20060106,5.02E-05
20060109,1.15E-05
20060110,2.60E-05
20060111,1.68E-05
20060112,1.45E-05
20060113,2.03E-05
20060116,
20060117,3.06E-05
20060118,3.92E-05
20060119,2.37E-05
20060120,4.67E-05
20060123,2.92E-05
20060124,3.18E-05
20060125,5.27E-05
20060126,5.11E-05
20060127,3.39E-05
20060130,1.14E-05
20060131,3.30E-05
20060201,3.23E-05
20060202,4.14E-05
20060203,5.48E-05
20060206,1.71E-05
20060207,4.18E-05
20060208,2.36E-05
20060209,2.37E-05
20060210,4.44E-05
20060213,2.32E-05
20060214,3.59E-05
20060215,3.77E-05
20060216,1.39E-05
20060217,1.28E-05
20060220,
20060221,2.51E-05
20060222,1.82E-05
20060223,2.94E-05
20060224,1.58E-05
20060227,1.54E-05
20060228,3.57E-05
20060301,1.81E-05
20060302,3.41E-05
20060303,4.82E-05
20060306,3.02E-05
20060307,2.78E-05
20060308,3.53E-05
20060309,1.93E-05
20060310,3.46E-05
20060313,2.06E-05
20060314,1.90E-05
20060315,1.67E-05
20060316,2.03E-05
20060317,1.51E-05
20060320,1.80E-05
20060321,3.31E-05
20060322,2.12E-05
20060323,2.24E-05
20060324,2.11E-05
20060327,1.25E-05
20060328,3.29E-05
20060329,2.80E-05
20060330,4.01E-05
20060331,2.10E-05
20060403,2.34E-05
20060404,3.19E-05
20060405,2.40E-05
20060406,2.43E-05
20060407,5.31E-05
20060410,1.87E-05
20060411,4.26E-05
20060412,2.11E-05
20060413,2.61E-05
20060414,
20060417,1.79E-05
20060418,5.62E-05
20060419,3.16E-05
20060420,3.69E-05
20060421,3.29E-05
20060424,2.45E-05
20060425,4.03E-05
20060426,3.76E-05
20060427,0.000113838
20060428,2.76E-05
20060429,
20060501,5.47E-05
20060502,2.76E-05
20060503,2.20E-05
20060504,1.89E-05
20060505,3.57E-05
20060508,7.67E-06
20060509,6.66E-06
20060510,2.84E-05
20060511,3.33E-05
20060512,6.23E-05
20060515,6.00E-05
20060516,2.65E-05
20060517,9.86E-05
20060518,5.56E-05
20060519,0.000100676
20060522,0.00011924
20060523,7.08E-05
20060524,0.00015272
20060525,5.59E-05
20060526,1.93E-05
20060529,
20060530,4.34E-05
20060531,7.30E-05
20060601,3.40E-05
20060602,5.72E-05
20060605,4.73E-05
20060606,0.000102483
20060607,6.12E-05
20060608,0.00018189
20060609,6.60E-05
20060612,5.33E-05
20060613,0.000150091
20060614,7.41E-05
20060615,6.59E-05
20060616,4.93E-05
20060619,6.47E-05
20060620,4.08E-05
20060621,4.41E-05
20060622,3.77E-05
20060623,4.84E-05
20060626,2.43E-05
20060627,3.13E-05
20060628,3.55E-05
20060629,0.000101836
20060630,2.30E-05
20060703,1.32E-05
20060704,
20060705,4.51E-05
20060706,2.64E-05
20060707,4.06E-05
20060710,2.84E-05
20060711,3.87E-05
20060712,3.58E-05
20060713,7.01E-05
20060714,6.97E-05
20060717,4.67E-05
20060718,8.06E-05
20060719,8.50E-05
20060720,3.55E-05
20060721,6.65E-05
20060724,5.49E-05
20060725,5.79E-05
20060726,4.44E-05
20060727,5.80E-05
20060728,5.33E-05
20060731,1.94E-05
20060801,3.02E-05
20060802,4.01E-05
20060803,4.71E-05
20060804,3.72E-05
20060807,2.53E-05
20060808,7.89E-05
20060809,7.92E-05
20060810,4.37E-05
20060811,2.66E-05
20060814,4.63E-05
20060815,9.11E-05
20060816,2.34E-05
20060817,1.91E-05
20060818,1.78E-05
20060821,1.73E-05
20060822,1.90E-05
20060823,1.80E-05
20060824,2.36E-05
20060825,1.87E-05
20060828,1.53E-05
20060829,2.27E-05
20060830,1.48E-05
20060831,8.18E-06
20060901,2.37E-05
20060904,
20060905,1.20E-05
20060906,3.31E-05
20060907,3.26E-05
20060908,1.78E-05
20060911,2.91E-05
20060912,1.97E-05
20060913,1.20E-05
20060914,1.50E-05
20060915,3.09E-05
20060918,1.79E-05
20060919,2.14E-05
20060920,3.39E-05
20060921,3.17E-05
20060922,1.79E-05
20060925,4.45E-05
20060926,3.00E-05
20060927,2.59E-05
20060928,1.83E-05
20060929,1.00E-05
20061002,1.70E-05
20061003,2.66E-05
20061004,2.33E-05
20061005,1.45E-05
20061006,3.58E-05
20061009,9.89E-06
20061010,1.37E-05
20061011,3.05E-05
20061012,1.81E-05
20061013,1.00E-05
20061016,5.20E-06
20061017,2.51E-05
20061018,5.04E-05
20061019,1.74E-05
20061020,1.15E-05
20061023,2.87E-05
20061024,2.35E-05
20061025,2.71E-05
20061026,2.40E-05
20061027,2.97E-05
20061030,1.70E-05
20061031,2.95E-05
20061101,3.22E-05
20061102,1.85E-05
20061103,3.30E-05
20061106,2.48E-05
20061107,1.80E-05
20061108,3.98E-05
20061109,2.40E-05
20061110,1.68E-05
20061113,1.85E-05
20061114,3.54E-05
20061115,1.70E-05
20061116,2.16E-05
20061117,1.97E-05
20061120,1.87E-05
20061121,7.68E-06
20061122,1.24E-05
20061123,
20061124,2.68E-05
20061127,3.42E-05
20061128,4.14E-05
20061129,4.03E-05
20061130,4.44E-05
20061201,6.20E-05
20061204,2.39E-05
20061205,2.03E-05
20061206,1.13E-05
20061207,2.49E-05
20061208,2.51E-05
20061211,8.68E-06
20061212,2.82E-05
20061213,2.07E-05
20061214,2.27E-05
20061215,1.80E-05
20061218,1.52E-05
20061219,3.40E-05
20061220,8.45E-06
20061221,1.87E-05
20061222,2.36E-05
20061225,
20061226,8.65E-06
20061227,1.85E-05
20061228,1.19E-05
20061229,1.84E-05
20070102,
20070103,5.73E-05
20070104,4.99E-05
20070105,4.34E-05
20070108,2.95E-05
20070109,3.39E-05
20070110,3.04E-05
20070111,2.21E-05
20070112,1.52E-05
20070115,
20070116,1.39E-05
20070117,2.11E-05
20070118,2.57E-05
20070119,1.44E-05
20070122,1.70E-05
20070123,1.73E-05
20070124,1.41E-05
20070125,2.16E-05
20070126,3.78E-05
20070129,1.81E-05
20070130,2.23E-05
20070131,3.28E-05
20070201,2.18E-05
20070202,1.29E-05
20070205,1.09E-05
20070206,1.09E-05
20070207,1.34E-05
20070208,2.24E-05
20070209,3.10E-05
20070212,1.17E-05
20070213,1.73E-05
20070214,2.24E-05
20070215,9.61E-06
20070216,8.88E-06
20070219,
20070220,1.52E-05
20070221,2.89E-05
20070222,2.46E-05
20070223,1.64E-05
20070226,2.61E-05
20070227,0.000308113
20070228,0.000136975
20070301,0.00033762
20070302,7.52E-05
20070305,0.000134509
20070306,8.37E-05
20070307,3.76E-05
20070308,6.57E-05
20070309,5.32E-05
20070312,2.24E-05
20070313,9.40E-05
20070314,0.000141806
20070315,4.52E-05
20070316,3.13E-05
20070319,5.26E-05
20070320,1.96E-05
20070321,6.55E-05
20070322,2.27E-05
20070323,2.05E-05
20070326,5.08E-05
20070327,3.74E-05
20070328,5.87E-05
20070329,7.62E-05
20070330,6.83E-05
20070402,2.80E-05
20070403,3.35E-05
20070404,1.33E-05
20070405,7.12E-06
20070406,
20070409,1.23E-05
20070410,1.00E-05
20070411,2.70E-05
20070412,2.30E-05
20070413,1.52E-05
20070416,2.77E-05
20070417,1.54E-05
20070418,1.99E-05
20070419,3.77E-05
20070420,6.37E-05
20070423,1.17E-05
20070424,2.33E-05
20070425,3.51E-05
20070426,1.61E-05
20070427,1.92E-05
20070430,2.27E-05
20070501,3.40E-05
20070502,1.61E-05
20070503,1.77E-05
20070504,2.05E-05
20070507,9.61E-06
20070508,2.28E-05
20070509,2.63E-05
20070510,4.69E-05
20070511,2.72E-05
20070514,2.43E-05
20070515,4.83E-05
20070516,3.64E-05
20070517,1.82E-05
20070518,2.10E-05
20070521,1.44E-05
20070522,1.69E-05
20070523,2.98E-05
20070524,5.28E-05
20070525,2.66E-05
20070528,
20070529,2.57E-05
20070530,4.63E-05
20070531,1.80E-05
20070601,3.27E-05
20070604,1.36E-05
20070605,3.32E-05
20070606,3.76E-05
20070607,7.85E-05
20070608,5.17E-05
20070611,2.87E-05
20070612,6.67E-05
20070613,6.47E-05
20070614,2.23E-05
20070615,4.02E-05
20070618,1.64E-05
20070619,2.19E-05
20070620,5.07E-05
20070621,7.18E-05
20070622,7.53E-05
20070625,8.41E-05
20070626,7.96E-05
20070627,7.48E-05
20070628,5.38E-05
20070629,8.50E-05
20070702,4.18E-05
20070703,1.04E-05
20070704,
20070705,2.01E-05
20070706,1.96E-05
20070709,1.69E-05
20070710,7.77E-05
20070711,4.56E-05
20070712,4.54E-05
20070713,2.22E-05
20070716,1.97E-05
20070717,2.09E-05
20070718,8.35E-05
20070719,3.63E-05
20070720,7.33E-05
20070723,4.41E-05
20070724,0.000110347
20070725,0.000168947
20070726,0.000370811
20070727,0.000204399
20070730,0.000131664
20070731,0.000153593
20070801,0.000313852
20070802,0.000105661
20070803,0.000148773
20070806,0.000239043
20070807,0.000279045
20070808,0.000148235
20070809,0.000411519
20070810,0.000388739
20070813,0.000118917
20070814,0.000137555
20070815,0.000203801
20070816,0.000588057
20070817,0.000502184
20070820,0.000121847
20070821,0.00010661
20070822,0.000127009
20070823,9.65E-05
20070824,4.01E-05
20070827,4.26E-05
20070828,6.17E-05
20070829,0.000111049
20070830,0.000136598
20070831,0.000166814
20070903,
20070904,3.87E-05
20070905,0.000103564
20070906,6.16E-05
20070907,0.000183605
20070910,0.000105812
20070911,7.59E-05
20070912,6.40E-05
20070913,6.45E-05
20070914,6.29E-05
20070917,3.52E-05
20070918,0.000223651
20070919,7.33E-05
20070920,4.13E-05
20070921,4.23E-05
20070924,3.53E-05
20070925,4.52E-05
20070926,3.84E-05
20070927,2.10E-05
20070928,2.68E-05
20071001,2.46E-05
20071002,1.66E-05
20071003,3.09E-05
20071004,1.24E-05
20071005,4.32E-05
20071008,1.48E-05
20071009,3.09E-05
20071010,2.43E-05
20071011,9.22E-05
20071012,3.10E-05
20071015,5.33E-05
20071016,5.35E-05
20071017,8.37E-05
20071018,3.99E-05
20071019,0.000101127
20071022,0.000112981
20071023,6.79E-05
20071024,0.000175217
20071025,0.000121361
20071026,6.93E-05
20071029,3.37E-05
20071030,2.82E-05
20071031,0.000102342
20071101,0.000169725
20071102,0.000182608
20071105,0.000145609
20071106,6.26E-05
20071107,0.000181366
20071108,0.000327792
20071109,0.000233234
20071112,0.000157949
20071113,0.000109183
20071114,0.000120275
20071115,0.000147764
20071116,0.000168107
20071119,0.000124864
20071120,0.000271656
20071121,0.000189748
20071122,
20071123,8.05E-05
20071126,0.000117531
20071127,0.000220627
20071128,0.000121021
20071129,9.70E-05
20071130,0.000131779
20071203,6.41E-05
20071204,6.14E-05
20071205,8.91E-05
20071206,4.28E-05
20071207,3.57E-05
20071210,3.43E-05
20071211,0.000245983
20071212,0.000373925
20071213,0.000127599
20071214,8.68E-05
20071217,8.95E-05
20071218,0.000127191
20071219,0.000108452
20071220,6.44E-05
20071221,7.18E-05
20071224,1.64E-05
20071225,
20071226,2.15E-05
20071227,3.55E-05
20071228,6.04E-05
20071231,3.80E-05
20080101,
20080102,0.000111991
20080103,5.20E-05
20080104,0.000138146
20080107,0.000197098
20080108,0.000198018
20080109,0.000239786
20080110,0.000327495
20080111,0.00019103
20080114,7.25E-05
20080115,0.000142822
20080116,0.000254492
20080117,0.000274707
20080118,0.000370756
20080121,
20080122,0.001285916
20080123,0.001035076
20080124,0.000240772
20080125,0.000278823
20080128,0.000205653
20080129,8.38E-05
20080130,0.000304795
20080131,0.000423482
20080201,0.000149382
20080204,7.19E-05
20080205,0.000274736
20080206,0.000147626
20080207,0.000317678
20080208,0.000151764
20080211,0.000102683
20080212,0.000151021
20080213,0.000104356
20080214,0.000102876
20080215,7.53E-05
20080218,
20080219,0.000125171
20080220,0.000164959
20080221,0.000106431
20080222,0.000171369
20080225,0.000184426
20080226,0.000110185
20080227,0.000111676
20080228,9.90E-05
20080229,0.000137313
20080303,0.000122475
20080304,0.000233463
20080305,0.000176465
20080306,0.000133462
20080307,0.000273373
20080310,0.000156562
20080311,0.000416079
20080312,0.000152753
20080313,0.000389496
20080314,0.000733159
20080317,0.00050164
20080318,0.000468919
20080319,0.000256033
20080320,0.000154815
20080321,
20080324,9.21E-05
20080325,9.71E-05
20080326,9.08E-05
20080327,0.000132898
20080328,7.35E-05
20080331,9.16E-05
20080401,0.000158585
20080402,8.04E-05
20080403,7.59E-05
20080404,7.41E-05
20080407,6.49E-05
20080408,6.31E-05
20080409,5.52E-05
20080410,6.80E-05
20080411,0.000115271
20080414,4.70E-05
20080415,6.00E-05
20080416,0.000105775
20080417,5.41E-05
20080418,0.000176701
20080421,3.15E-05
20080422,5.87E-05
20080423,6.76E-05
20080424,9.99E-05
20080425,8.25E-05
20080428,3.98E-05
20080429,3.43E-05
20080430,9.45E-05
20080501,6.41E-05
20080502,0.00010926
20080505,4.38E-05
20080506,6.23E-05
20080507,7.02E-05
20080508,6.90E-05
20080509,7.15E-05
20080512,3.80E-05
20080513,2.95E-05
20080514,3.57E-05
20080515,4.09E-05
20080516,
20080519,5.47E-05
20080520,5.75E-05
20080521,8.43E-05
20080522,4.32E-05
20080523,6.68E-05
20080526,
20080527,4.84E-05
20080528,5.27E-05
20080529,5.76E-05
20080530,3.23E-05
20080602,5.95E-05
20080603,8.62E-05
20080604,9.10E-05
20080605,7.28E-05
20080606,
20080609,0.000115369
20080610,0.000125509
20080611,8.90E-05
20080612,0.000112028
20080613,0.000126821
20080616,6.49E-05
20080617,6.00E-05
20080618,0.000101023
20080619,9.13E-05
20080620,0.000102563
20080623,5.43E-05
20080624,0.000103954
20080625,0.000126091
20080626,0.000129815
20080627,0.000122445
20080630,8.93E-05
20080701,0.000210059
20080702,0.000115262
20080703,
20080704,
20080707,0.000236126
20080708,0.000175406
20080709,0.000128669
20080710,0.000278679
20080711,0.000708896
20080714,0.000241639
20080715,0.000366882
20080716,0.000181224
20080717,0.000191673
20080718,8.85E-05
20080721,5.34E-05
20080722,0.000109326
20080723,0.0001237
20080724,8.30E-05
20080725,0.000102243
20080728,7.08E-05
20080729,8.82E-05
20080730,0.000148733
20080731,0.000116268
20080801,
20080804,8.27E-05
20080805,9.32E-05
20080806,5.44E-05
20080807,
20080808,9.31E-05
20080811,7.01E-05
20080812,7.98E-05
20080813,
20080814,8.21E-05
20080815,7.07E-05
20080818,8.09E-05
20080819,6.91E-05
20080820,0.000112282
20080821,8.55E-05
20080822,6.72E-05
20080825,8.39E-05
20080826,6.77E-05
20080827,6.51E-05
20080828,
20080829,5.17E-05
20080901,
20080902,0.000140663
20080903,0.00013271
20080904,0.000139078
20080905,0.000158597
20080908,0.00057681
20080909,0.000219724
20080910,0.000196116
20080911,0.000355065
20080912,0.000226835
20080915,0.00084861
20080916,0.001039825
20080917,0.000961087
20080918,0.001573304
20080919,0.001093572
20080922,0.000284179
20080923,0.000444543
20080924,0.000264194
20080925,0.000277264
20080926,0.000379264
20080929,0.001862255
20080930,0.000525862
20081001,0.000446959
20081002,0.000442084
20081003,0.000976195
20081006,0.001770754
20081007,0.001167202
20081008,0.002361584
20081009,0.001915765
20081010,0.009312872
20081013,0.0012667
20081014,0.002459849
20081015,0.001520966
20081016,0.003078563
20081017,0.001862245
20081020,0.000781321
20081021,0.000786066
20081022,0.00142009
20081023,0.002871399
20081024,0.003154122
20081027,0.001651921
20081028,0.002095137
20081029,0.002416565
20081030,0.001260541
20081031,0.000794033
20081103,0.000270801
20081104,0.000465528
20081105,0.000642709
20081106,0.000748456
20081107,0.000742047
20081110,0.00064298
20081111,0.000974574
20081112,0.000678377
20081113,0.002310368
20081114,0.001831077
20081117,0.001296453
20081118,0.001337448
20081119,0.001137567
20081120,0.002821445
20081121,0.002772872
20081124,0.001456636
20081125,0.001231939
